book_id,award_category,title,number_of_votes,link
8306857,favorite book of 2011,Divergent by Veronica Roth,10159,https://www.goodreads.com/book/show/8306857-divergent?from_choice=true
7304203,favorite book of 2011,Shadowfever by Karen Marie Moning,8970,https://www.goodreads.com/book/show/7304203-shadowfever?from_choice=true
10664113,favorite book of 2011,A Dance with Dragons by George R.R. Martin,7617,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons?from_choice=true
6752378,favorite book of 2011,City of Fallen Angels by Cassandra Clare,7535,https://www.goodreads.com/book/show/6752378-city-of-fallen-angels?from_choice=true
9418327,favorite book of 2011,Bossypants by Tina Fey,6287,https://www.goodreads.com/book/show/9418327-bossypants?from_choice=true
1215032,favorite book of 2011,The Wise Man's Fear by Patrick Rothfuss,5859,https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear?from_choice=true
8667848,favorite book of 2011,A Discovery of Witches by Deborah Harkness,4833,https://www.goodreads.com/book/show/8667848-a-discovery-of-witches?from_choice=true
9460487,favorite book of 2011,Miss Peregrine's Home for Peculiar Children by Ransom Riggs,4254,https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children?from_choice=true
7686667,favorite book of 2011,Delirium by Lauren Oliver,3754,https://www.goodreads.com/book/show/7686667-delirium?from_choice=true
7981206,favorite book of 2011,Dead Reckoning by Charlaine Harris,3300,https://www.goodreads.com/book/show/7981206-dead-reckoning?from_choice=true
9409458,favorite book of 2011,Forever by Maggie Stiefvater,1732,https://www.goodreads.com/book/show/9409458-forever?from_choice=true
8554005,favorite book of 2011,Sing You Home by Jodi Picoult,1718,https://www.goodreads.com/book/show/8554005-sing-you-home?from_choice=true
9118135,favorite book of 2011,State of Wonder by Ann Patchett,1347,https://www.goodreads.com/book/show/9118135-state-of-wonder?from_choice=true
8683812,favorite book of 2011,The Paris Wife by Paula McLain,1339,https://www.goodreads.com/book/show/8683812-the-paris-wife?from_choice=true
8652190,favorite book of 2011,Awakened by P.C. Cast,1319,https://www.goodreads.com/book/show/8652190-awakened?from_choice=true
9361589,favorite book of 2011,The Night Circus by Erin Morgenstern,1293,https://www.goodreads.com/book/show/9361589-the-night-circus?from_choice=true
9520360,favorite book of 2011,The Son of Neptune by Rick Riordan,1137,https://www.goodreads.com/book/show/9520360-the-son-of-neptune?from_choice=true
8709527,favorite book of 2011,Bloodlines by Richelle Mead,815,https://www.goodreads.com/book/show/8709527-bloodlines?from_choice=true
8490112,favorite book of 2011,Daughter of Smoke & Bone by Laini Taylor,683,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone?from_choice=true
9969571,favorite book of 2011,Ready Player One by Ernest Cline,613,https://www.goodreads.com/book/show/9969571-ready-player-one?from_choice=true
10357575,best fiction books 2011,1Q84 by Haruki Murakami,4107,https://www.goodreads.com/book/show/10357575-1q84?from_choice=true
8546358,best fiction books 2011,The Peach Keeper by Sarah Addison Allen,3948,https://www.goodreads.com/book/show/8546358-the-peach-keeper?from_choice=true
8554005,best fiction books 2011,Sing You Home by Jodi Picoult,3676,https://www.goodreads.com/book/show/8554005-sing-you-home?from_choice=true
8949352,best fiction books 2011,Night Road by Kristin Hannah,3245,https://www.goodreads.com/book/show/8949352-night-road?from_choice=true
9279177,best fiction books 2011,The Lover's Dictionary by David Levithan,3000,https://www.goodreads.com/book/show/9279177-the-lover-s-dictionary?from_choice=true
9118135,best fiction books 2011,State of Wonder by Ann Patchett,2204,https://www.goodreads.com/book/show/9118135-state-of-wonder?from_choice=true
8366402,best fiction books 2011,The Tiger's Wife by Téa Obreht,2192,https://www.goodreads.com/book/show/8366402-the-tiger-s-wife?from_choice=true
10032672,best fiction books 2011,The Language of Flowers by Vanessa Diffenbaugh,1867,https://www.goodreads.com/book/show/10032672-the-language-of-flowers?from_choice=true
10964693,best fiction books 2011,The Marriage Plot by Jeffrey Eugenides,1827,https://www.goodreads.com/book/show/10964693-the-marriage-plot?from_choice=true
9545064,best fiction books 2011,The Story of Beautiful Girl by Rachel Simon,1661,https://www.goodreads.com/book/show/9545064-the-story-of-beautiful-girl?from_choice=true
10996342,best fiction books 2011,The Art of Fielding by Chad Harbach,601,https://www.goodreads.com/book/show/10996342-the-art-of-fielding?from_choice=true
11804738,best fiction books 2011,The Sense of an Ending by Julian Barnes,568,https://www.goodreads.com/book/show/11804738-the-sense-of-an-ending?from_choice=true
10059498,best fiction books 2011,The Midwife's Confession by Diane Chamberlain,553,https://www.goodreads.com/book/show/10059498-the-midwife-s-confession?from_choice=true
9443405,best fiction books 2011,The Pale King by David Foster Wallace,516,https://www.goodreads.com/book/show/9443405-the-pale-king?from_choice=true
10364994,best fiction books 2011,The Submission by Amy Waldman,273,https://www.goodreads.com/book/show/10364994-the-submission?from_choice=true
9749711,best fiction books 2011,Silver Sparrow by Tayari Jones,248,https://www.goodreads.com/book/show/9749711-silver-sparrow?from_choice=true
9923372,best fiction books 2011,Maine by J. Courtney Sullivan,170,https://www.goodreads.com/book/show/9923372-maine?from_choice=true
10762469,best fiction books 2011,The Leftovers by Tom Perrotta,167,https://www.goodreads.com/book/show/10762469-the-leftovers?from_choice=true
8584686,best fiction books 2011,Swamplandia! by Karen Russell,167,https://www.goodreads.com/book/show/8584686-swamplandia?from_choice=true
9658159,best fiction books 2011,Once Upon a River by Bonnie Jo Campbell,107,https://www.goodreads.com/book/show/9658159-once-upon-a-river?from_choice=true
9583508,best mystery thriller books 2011,Smokin' Seventeen by Janet Evanovich,3996,https://www.goodreads.com/book/show/9583508-smokin-seventeen?from_choice=true
10402992,best mystery thriller books 2011,New York to Dallas by J.D. Robb,3251,https://www.goodreads.com/book/show/10402992-new-york-to-dallas?from_choice=true
9736930,best mystery thriller books 2011,Before I Go to Sleep by S.J. Watson,3114,https://www.goodreads.com/book/show/9736930-before-i-go-to-sleep?from_choice=true
8517008,best mystery thriller books 2011,A Red Herring Without Mustard by Alan Bradley,2827,https://www.goodreads.com/book/show/8517008-a-red-herring-without-mustard?from_choice=true
10552338,best mystery thriller books 2011,Reamde by Neal Stephenson,2531,https://www.goodreads.com/book/show/10552338-reamde?from_choice=true
9166559,best mystery thriller books 2011,These Things Hidden by Heather Gudenkauf,1989,https://www.goodreads.com/book/show/9166559-these-things-hidden?from_choice=true
10169662,best mystery thriller books 2011,Never Knowing by Chevy Stevens,1903,https://www.goodreads.com/book/show/10169662-never-knowing?from_choice=true
7926569,best mystery thriller books 2011,Now You See Her by James Patterson,1821,https://www.goodreads.com/book/show/7926569-now-you-see-her?from_choice=true
8701129,best mystery thriller books 2011,Love You More by Lisa Gardner,1645,https://www.goodreads.com/book/show/8701129-love-you-more?from_choice=true
9681098,best mystery thriller books 2011,The Fifth Witness by Michael Connelly,1467,https://www.goodreads.com/book/show/9681098-the-fifth-witness?from_choice=true
10680329,best mystery thriller books 2011,A Trick of the Light by Louise Penny,718,https://www.goodreads.com/book/show/10680329-a-trick-of-the-light?from_choice=true
9635495,best mystery thriller books 2011,Fallen by Karin Slaughter,672,https://www.goodreads.com/book/show/9635495-fallen?from_choice=true
8437667,best mystery thriller books 2011,Live Wire by Harlan Coben,578,https://www.goodreads.com/book/show/8437667-live-wire?from_choice=true
10532477,best mystery thriller books 2011,Heat Rises by Richard Castle,527,https://www.goodreads.com/book/show/10532477-heat-rises?from_choice=true
9440448,best mystery thriller books 2011,Buried Prey by John Sandford,485,https://www.goodreads.com/book/show/9440448-buried-prey?from_choice=true
10024937,best mystery thriller books 2011,Iron House by John Hart,384,https://www.goodreads.com/book/show/10024937-iron-house?from_choice=true
9970915,best mystery thriller books 2011,Pirate King by Laurie R. King,261,https://www.goodreads.com/book/show/9970915-pirate-king?from_choice=true
9578677,best mystery thriller books 2011,The Silent Girl by Tess Gerritsen,222,https://www.goodreads.com/book/show/9578677-the-silent-girl?from_choice=true
10627168,best mystery thriller books 2011,The Affair by Lee Child,216,https://www.goodreads.com/book/show/10627168-the-affair?from_choice=true
9231999,best mystery thriller books 2011,Claire DeWitt and the City of the Dead by Sara Gran,88,https://www.goodreads.com/book/show/9231999-claire-dewitt-and-the-city-of-the-dead?from_choice=true
8683812,best historical fiction books 2011,The Paris Wife by Paula McLain,3123,https://www.goodreads.com/book/show/8683812-the-paris-wife?from_choice=true
10950924,best historical fiction books 2011,The Dovekeepers by Alice Hoffman,2498,https://www.goodreads.com/book/show/10950924-the-dovekeepers?from_choice=true
9850443,best historical fiction books 2011,The Sisters Brothers by Patrick deWitt,2212,https://www.goodreads.com/book/show/9850443-the-sisters-brothers?from_choice=true
8689913,best historical fiction books 2011,Madame Tussaud by Michelle Moran,2196,https://www.goodreads.com/book/show/8689913-madame-tussaud?from_choice=true
9500416,best historical fiction books 2011,Dreams of Joy by Lisa See,1944,https://www.goodreads.com/book/show/9500416-dreams-of-joy?from_choice=true
8312896,best historical fiction books 2011,The Second Duchess by Elizabeth Loupas,1734,https://www.goodreads.com/book/show/8312896-the-second-duchess?from_choice=true
9684523,best historical fiction books 2011,Caleb's Crossing by Geraldine Brooks,1603,https://www.goodreads.com/book/show/9684523-caleb-s-crossing?from_choice=true
10518423,best historical fiction books 2011,The Soldier's Wife by Margaret Leroy,1343,https://www.goodreads.com/book/show/10518423-the-soldier-s-wife?from_choice=true
10054335,best historical fiction books 2011,Rules of Civility by Amor Towles,1082,https://www.goodreads.com/book/show/10054335-rules-of-civility?from_choice=true
10872085,best historical fiction books 2011,Only Time Will Tell by Jeffrey Archer,1065,https://www.goodreads.com/book/show/10872085-only-time-will-tell?from_choice=true
9542439,best historical fiction books 2011,The Lady of the Rivers by Philippa Gregory,604,https://www.goodreads.com/book/show/9542439-the-lady-of-the-rivers?from_choice=true
8911226,best historical fiction books 2011,Doc by Mary Doria Russell,559,https://www.goodreads.com/book/show/8911226-doc?from_choice=true
9413657,best historical fiction books 2011,Letters from Home by Kristina McMorris,554,https://www.goodreads.com/book/show/9413657-letters-from-home?from_choice=true
9689093,best historical fiction books 2011,The Autobiography of Mrs. Tom Thumb by Melanie Benjamin,542,https://www.goodreads.com/book/show/9689093-the-autobiography-of-mrs-tom-thumb?from_choice=true
10158657,best historical fiction books 2011,22 Britannia Road by Amanda Hodgkinson,508,https://www.goodreads.com/book/show/10158657-22-britannia-road?from_choice=true
10437680,best historical fiction books 2011,Lionheart by Sharon Kay Penman,334,https://www.goodreads.com/book/show/10437680-lionheart?from_choice=true
9933894,best historical fiction books 2011,The Dark Enquiry by Deanna Raybourn,331,https://www.goodreads.com/book/show/9933894-the-dark-enquiry?from_choice=true
9951003,best historical fiction books 2011,Becoming Marie Antoinette by Juliet Grey,255,https://www.goodreads.com/book/show/9951003-becoming-marie-antoinette?from_choice=true
8582344,best historical fiction books 2011,Exit the Actress by Priya Parmar,215,https://www.goodreads.com/book/show/8582344-exit-the-actress?from_choice=true
9464746,best historical fiction books 2011,The Wild Rose by Jennifer Donnelly,185,https://www.goodreads.com/book/show/9464746-the-wild-rose?from_choice=true
10664113,best fantasy books 2011,A Dance with Dragons by George R.R. Martin,8530,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons?from_choice=true
9361589,best fantasy books 2011,The Night Circus by Erin Morgenstern,8519,https://www.goodreads.com/book/show/9361589-the-night-circus?from_choice=true
1215032,best fantasy books 2011,The Wise Man's Fear by Patrick Rothfuss,4962,https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear?from_choice=true
8785374,best fantasy books 2011,Snuff by Terry Pratchett,2479,https://www.goodreads.com/book/show/8785374-snuff?from_choice=true
9581507,best fantasy books 2011,Don't Breathe a Word by Jennifer  McMahon,1894,https://www.goodreads.com/book/show/9581507-don-t-breathe-a-word?from_choice=true
10079321,best fantasy books 2011,The Magician King by Lev Grossman,1656,https://www.goodreads.com/book/show/10079321-the-magician-king?from_choice=true
8131227,best fantasy books 2011,One of Our Thursdays Is Missing by Jasper Fforde,1584,https://www.goodreads.com/book/show/8131227-one-of-our-thursdays-is-missing?from_choice=true
8315340,best fantasy books 2011,Twilight's Dawn by Anne Bishop,1418,https://www.goodreads.com/book/show/8315340-twilight-s-dawn?from_choice=true
9519912,best fantasy books 2011,Naamah's Blessing by Jacqueline Carey,1391,https://www.goodreads.com/book/show/9519912-naamah-s-blessing?from_choice=true
9579634,best fantasy books 2011,Prince of Thorns by Mark  Lawrence,1164,https://www.goodreads.com/book/show/9579634-prince-of-thorns?from_choice=true
8411749,best fantasy books 2011,The Rogue by Trudi Canavan,559,https://www.goodreads.com/book/show/8411749-the-rogue?from_choice=true
8706185,best fantasy books 2011,Among Others by Jo Walton,534,https://www.goodreads.com/book/show/8706185-among-others?from_choice=true
10803121,best fantasy books 2011,The Alloy of Law by Brandon Sanderson,397,https://www.goodreads.com/book/show/10803121-the-alloy-of-law?from_choice=true
8679140,best fantasy books 2011,Cast in Ruin by Michelle Sagara,358,https://www.goodreads.com/book/show/8679140-cast-in-ruin?from_choice=true
8694389,best fantasy books 2011,Deathless by Catherynne M. Valente,342,https://www.goodreads.com/book/show/8694389-deathless?from_choice=true
9300768,best fantasy books 2011,The Heroes by Joe Abercrombie,329,https://www.goodreads.com/book/show/9300768-the-heroes?from_choice=true
8396337,best fantasy books 2011,Blackveil by Kristen Britain,297,https://www.goodreads.com/book/show/8396337-blackveil?from_choice=true
7923006,best fantasy books 2011,The Kingdom of Gods by N.K. Jemisin,187,https://www.goodreads.com/book/show/7923006-the-kingdom-of-gods?from_choice=true
10199908,best fantasy books 2011,The Measure of the Magic by Terry Brooks,167,https://www.goodreads.com/book/show/10199908-the-measure-of-the-magic?from_choice=true
8598554,best fantasy books 2011,The Omen Machine by Terry Goodkind,117,https://www.goodreads.com/book/show/8598554-the-omen-machine?from_choice=true
7304203,best paranormal fantasy books 2011,Shadowfever by Karen Marie Moning,5849,https://www.goodreads.com/book/show/7304203-shadowfever?from_choice=true
8667848,best paranormal fantasy books 2011,A Discovery of Witches by Deborah Harkness,5842,https://www.goodreads.com/book/show/8667848-a-discovery-of-witches?from_choice=true
7981206,best paranormal fantasy books 2011,Dead Reckoning by Charlaine Harris,5144,https://www.goodreads.com/book/show/7981206-dead-reckoning?from_choice=true
8058301,best paranormal fantasy books 2011,Ghost Story by Jim Butcher,5003,https://www.goodreads.com/book/show/8058301-ghost-story?from_choice=true
8559047,best paranormal fantasy books 2011,Magic Slays by Ilona Andrews,3877,https://www.goodreads.com/book/show/8559047-magic-slays?from_choice=true
7802254,best paranormal fantasy books 2011,Succubus Revealed by Richelle Mead,2823,https://www.goodreads.com/book/show/7802254-succubus-revealed?from_choice=true
6871617,best paranormal fantasy books 2011,This Side of the Grave by Jeaniene Frost,2586,https://www.goodreads.com/book/show/6871617-this-side-of-the-grave?from_choice=true
8138071,best paranormal fantasy books 2011,Pale Demon by Kim Harrison,2445,https://www.goodreads.com/book/show/8138071-pale-demon?from_choice=true
8087906,best paranormal fantasy books 2011,River Marked by Patricia Briggs,1690,https://www.goodreads.com/book/show/8087906-river-marked?from_choice=true
9581001,best paranormal fantasy books 2011,Hard Bitten by Chloe Neill,1561,https://www.goodreads.com/book/show/9581001-hard-bitten?from_choice=true
9565045,best paranormal fantasy books 2011,Second Grave on the Left by Darynda Jones,653,https://www.goodreads.com/book/show/9565045-second-grave-on-the-left?from_choice=true
8935153,best paranormal fantasy books 2011,Hit List by Laurell K. Hamilton,600,https://www.goodreads.com/book/show/8935153-hit-list?from_choice=true
8356487,best paranormal fantasy books 2011,Heartless by Gail Carriger,574,https://www.goodreads.com/book/show/8356487-heartless?from_choice=true
10783217,best paranormal fantasy books 2011,One Salt Sea by Seanan McGuire,498,https://www.goodreads.com/book/show/10783217-one-salt-sea?from_choice=true
8926959,best paranormal fantasy books 2011,Hunt the Moon by Karen Chance,471,https://www.goodreads.com/book/show/8926959-hunt-the-moon?from_choice=true
9533378,best paranormal fantasy books 2011,Hounded by Kevin Hearne,336,https://www.goodreads.com/book/show/9533378-hounded?from_choice=true
7797032,best paranormal fantasy books 2011,Spell Bound by Kelley Armstrong,309,https://www.goodreads.com/book/show/7797032-spell-bound?from_choice=true
9571401,best paranormal fantasy books 2011,Blood Rights by Kristen Painter,148,https://www.goodreads.com/book/show/9571401-blood-rights?from_choice=true
8105616,best paranormal fantasy books 2011,Blood Challenge by Eileen Wilks,135,https://www.goodreads.com/book/show/8105616-blood-challenge?from_choice=true
9565574,best paranormal fantasy books 2011,Grave Dance by Kalayna Price,92,https://www.goodreads.com/book/show/9565574-grave-dance?from_choice=true
10644930,best science fiction books 2011,11/22/63 by Stephen King,4429,https://www.goodreads.com/book/show/10644930-11-22-63?from_choice=true
9969571,best science fiction books 2011,Ready Player One by Ernest Cline,3402,https://www.goodreads.com/book/show/9969571-ready-player-one?from_choice=true
11045709,best science fiction books 2011,When She Woke by Hillary Jordan,2682,https://www.goodreads.com/book/show/11045709-when-she-woke?from_choice=true
12620241,best science fiction books 2011,Silver Shark by Ilona Andrews,2611,https://www.goodreads.com/book/show/12620241-silver-shark?from_choice=true
9634967,best science fiction books 2011,Robopocalypse by Daniel H. Wilson,2234,https://www.goodreads.com/book/show/9634967-robopocalypse?from_choice=true
9673936,best science fiction books 2011,Basilisk by Rob Thurman,1634,https://www.goodreads.com/book/show/9673936-basilisk?from_choice=true
9265453,best science fiction books 2011,Embassytown by China Miéville,1424,https://www.goodreads.com/book/show/9265453-embassytown?from_choice=true
9795166,best science fiction books 2011,Phoenix Rising by Pip Ballantine,1251,https://www.goodreads.com/book/show/9795166-phoenix-rising?from_choice=true
10648186,best science fiction books 2011,Aftermath by Ann Aguirre,1160,https://www.goodreads.com/book/show/10648186-aftermath?from_choice=true
8855321,best science fiction books 2011,Leviathan Wakes by James S.A. Corey,897,https://www.goodreads.com/book/show/8855321-leviathan-wakes?from_choice=true
9647532,best science fiction books 2011,Fuzzy Nation by John Scalzi,461,https://www.goodreads.com/book/show/9647532-fuzzy-nation?from_choice=true
8429441,best science fiction books 2011,WWW by Robert J. Sawyer,420,https://www.goodreads.com/book/show/8429441-www?from_choice=true
9762449,best science fiction books 2011,Ghost Ship by Sharon Lee,359,https://www.goodreads.com/book/show/9762449-ghost-ship?from_choice=true
10138547,best science fiction books 2011,Rule 34 by Charles Stross,302,https://www.goodreads.com/book/show/10138547-rule-34?from_choice=true
9676849,best science fiction books 2011,Dreadnaught by Jack Campbell,255,https://www.goodreads.com/book/show/9676849-dreadnaught?from_choice=true
8714075,best science fiction books 2011,Alien in the Family by Gini Koch,210,https://www.goodreads.com/book/show/8714075-alien-in-the-family?from_choice=true
8701508,best science fiction books 2011,Rising Tides by Taylor Anderson,105,https://www.goodreads.com/book/show/8701508-rising-tides?from_choice=true
9432902,best science fiction books 2011,Flashback by Dan Simmons,71,https://www.goodreads.com/book/show/9432902-flashback?from_choice=true
10207116,best science fiction books 2011,The Final Evolution by Jeff Somers,39,https://www.goodreads.com/book/show/10207116-the-final-evolution?from_choice=true
9756310,best science fiction books 2011,The Clockwork Rocket by Greg Egan,32,https://www.goodreads.com/book/show/9756310-the-clockwork-rocket?from_choice=true
5957313,best horror books 2011,Graveminder by Melissa Marr,3264,https://www.goodreads.com/book/show/5957313-graveminder?from_choice=true
7830126,best horror books 2011,What the Night Knows by Dean Koontz,2816,https://www.goodreads.com/book/show/7830126-what-the-night-knows?from_choice=true
8429687,best horror books 2011,Deadline by Mira Grant,1985,https://www.goodreads.com/book/show/8429687-deadline?from_choice=true
8718281,best horror books 2011,Dreadfully Ever After by Steve Hockensmith,1608,https://www.goodreads.com/book/show/8718281-dreadfully-ever-after?from_choice=true
10209997,best horror books 2011,The Night Strangers by Chris Bohjalian,1509,https://www.goodreads.com/book/show/10209997-the-night-strangers?from_choice=true
9640626,best horror books 2011,My Life as a White Trash Zombie by Diana Rowland,1441,https://www.goodreads.com/book/show/9640626-my-life-as-a-white-trash-zombie?from_choice=true
9440171,best horror books 2011,The President's Vampire by Christopher Farnsworth,1382,https://www.goodreads.com/book/show/9440171-the-president-s-vampire?from_choice=true
9421748,best horror books 2011,Eat Slay Love by Jesse Petersen,1194,https://www.goodreads.com/book/show/9421748-eat-slay-love?from_choice=true
10365343,best horror books 2011,Zone One by Colson Whitehead,1019,https://www.goodreads.com/book/show/10365343-zone-one?from_choice=true
9065272,best horror books 2011,Aftertime by Sophie Littlefield,596,https://www.goodreads.com/book/show/9065272-aftertime?from_choice=true
11422798,best horror books 2011,Seed by Ania Ahlborn,309,https://www.goodreads.com/book/show/11422798-seed?from_choice=true
9532302,best horror books 2011,The Last Werewolf by Glen Duncan,294,https://www.goodreads.com/book/show/9532302-the-last-werewolf?from_choice=true
10108463,best horror books 2011,The Devil All the Time by Donald Ray Pollock,288,https://www.goodreads.com/book/show/10108463-the-devil-all-the-time?from_choice=true
6945530,best horror books 2011,The Night Eternal by Guillermo del Toro,243,https://www.goodreads.com/book/show/6945530-the-night-eternal?from_choice=true
8585317,best horror books 2011,The Cypress House by Michael Koryta,240,https://www.goodreads.com/book/show/8585317-the-cypress-house?from_choice=true
9120730,best horror books 2011,The King of Plagues by Jonathan Maberry,223,https://www.goodreads.com/book/show/9120730-the-king-of-plagues?from_choice=true
9466865,best horror books 2011,Raising Stony Mayhall by Daryl Gregory,156,https://www.goodreads.com/book/show/9466865-raising-stony-mayhall?from_choice=true
11876043,best horror books 2011,That Which Should Not Be by Brett J. Talley,136,https://www.goodreads.com/book/show/11876043-that-which-should-not-be?from_choice=true
10644437,best horror books 2011,An Apple For Zoë by Thomas Amo,135,https://www.goodreads.com/book/show/10644437-an-apple-for-zo?from_choice=true
10772903,best horror books 2011,Those Across the River by Christopher Buehlman,112,https://www.goodreads.com/book/show/10772903-those-across-the-river?from_choice=true
8492319,best romance books 2011,Lover Unleashed by J.R. Ward,5009,https://www.goodreads.com/book/show/8492319-lover-unleashed?from_choice=true
10818853,best romance books 2011,Fifty Shades of Grey by E.L. James,3815,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey?from_choice=true
10506237,best romance books 2011,Hot Head by Damon Suede,2830,https://www.goodreads.com/book/show/10506237-hot-head?from_choice=true
9571478,best romance books 2011,Just Like Heaven by Julia Quinn,2778,https://www.goodreads.com/book/show/9571478-just-like-heaven?from_choice=true
9410421,best romance books 2011,Chasing Fire by Nora Roberts,2724,https://www.goodreads.com/book/show/9410421-chasing-fire?from_choice=true
9650938,best romance books 2011,Kiss of Snow by Nalini Singh,2322,https://www.goodreads.com/book/show/9650938-kiss-of-snow?from_choice=true
8437379,best romance books 2011,Call Me Irresistible by Susan Elizabeth Phillips,1917,https://www.goodreads.com/book/show/8437379-call-me-irresistible?from_choice=true
9065265,best romance books 2011,Retribution by Sherrilyn Kenyon,1850,https://www.goodreads.com/book/show/9065265-retribution?from_choice=true
8038219,best romance books 2011,The Darkest Surrender by Gena Showalter,1672,https://www.goodreads.com/book/show/8038219-the-darkest-surrender?from_choice=true
8534799,best romance books 2011,Dreams of a Dark Warrior by Kresley Cole,1441,https://www.goodreads.com/book/show/8534799-dreams-of-a-dark-warrior?from_choice=true
8449698,best romance books 2011,When Beauty Tamed the Beast by Eloisa James,706,https://www.goodreads.com/book/show/8449698-when-beauty-tamed-the-beast?from_choice=true
8150317,best romance books 2011,Deeper Than Midnight by Lara Adrian,500,https://www.goodreads.com/book/show/8150317-deeper-than-midnight?from_choice=true
8843801,best romance books 2011,Eternal Rider by Larissa Ione,488,https://www.goodreads.com/book/show/8843801-eternal-rider?from_choice=true
9314304,best romance books 2011,Breaking Point by Pamela Clare,440,https://www.goodreads.com/book/show/9314304-breaking-point?from_choice=true
8074967,best romance books 2011,Archangel's Blade by Nalini Singh,439,https://www.goodreads.com/book/show/8074967-archangel-s-blade?from_choice=true
8538297,best romance books 2011,Big Bad Beast by Shelly Laurenston,434,https://www.goodreads.com/book/show/8538297-big-bad-beast?from_choice=true
9637479,best romance books 2011,Dragon Bound by Thea Harrison,409,https://www.goodreads.com/book/show/9637479-dragon-bound?from_choice=true
8419428,best romance books 2011,A Lot like Love by Julie James,291,https://www.goodreads.com/book/show/8419428-a-lot-like-love?from_choice=true
8111651,best romance books 2011,The Orchid Affair by Lauren Willig,273,https://www.goodreads.com/book/show/8111651-the-orchid-affair?from_choice=true
10140661,best romance books 2011,Gabriel's Inferno by Sylvain Reynard,186,https://www.goodreads.com/book/show/10140661-gabriel-s-inferno?from_choice=true
9418327,best humor books 2011,Bossypants by Tina Fey,8722,https://www.goodreads.com/book/show/9418327-bossypants?from_choice=true
11192642,best humor books 2011,Go the Fuck to Sleep by Adam Mansbach,7781,https://www.goodreads.com/book/show/11192642-go-the-fuck-to-sleep?from_choice=true
9972053,best humor books 2011,If You Ask Me by Betty White,3321,https://www.goodreads.com/book/show/9972053-if-you-ask-me?from_choice=true
9713837,best humor books 2011,If You Were Here by Jen Lancaster,2228,https://www.goodreads.com/book/show/9713837-if-you-were-here?from_choice=true
10335308,best humor books 2011,Is Everyone Hanging Out Without Me? by Mindy Kaling,2110,https://www.goodreads.com/book/show/10335308-is-everyone-hanging-out-without-me?from_choice=true
10041004,best humor books 2011,Lies That Chelsea Handler Told Me by Chelsea Handler,1963,https://www.goodreads.com/book/show/10041004-lies-that-chelsea-handler-told-me?from_choice=true
11230081,best humor books 2011,Seriously... I'm Kidding by Ellen DeGeneres,1923,https://www.goodreads.com/book/show/11230081-seriously-i-m-kidding?from_choice=true
10505349,best humor books 2011,Thank You Notes by Jimmy Fallon,882,https://www.goodreads.com/book/show/10505349-thank-you-notes?from_choice=true
9452338,best humor books 2011,This is a Book by Demetri Martin,863,https://www.goodreads.com/book/show/9452338-this-is-a-book?from_choice=true
8495145,best humor books 2011,"God, No! Signs You May Already Be an Atheist and Other Magica... by Penn Jillette",856,https://www.goodreads.com/book/show/8495145-god-no-signs-you-may-already-be-an-atheist-and-other-magical-tales?from_choice=true
9673577,best humor books 2011,It Looked Different on the Model by Laurie Notaro,410,https://www.goodreads.com/book/show/9673577-it-looked-different-on-the-model?from_choice=true
10227995,best humor books 2011,"Damn You, Autocorrect! by Jillian Madison",389,https://www.goodreads.com/book/show/10227995-damn-you-autocorrect?from_choice=true
10790819,best humor books 2011,Domestic Violets by Matthew Norman,273,https://www.goodreads.com/book/show/10790819-domestic-violets?from_choice=true
9965550,best humor books 2011,The Real Macaw by Donna Andrews,240,https://www.goodreads.com/book/show/9965550-the-real-macaw?from_choice=true
9875493,best humor books 2011,2030 by Albert Brooks,215,https://www.goodreads.com/book/show/9875493-2030?from_choice=true
8520878,best humor books 2011,It's All Relative by Wade Rouse,200,https://www.goodreads.com/book/show/8520878-it-s-all-relative?from_choice=true
12306447,best humor books 2011,The Day I Wore My Panties Inside Out by Jen Tucker,161,https://www.goodreads.com/book/show/12306447-the-day-i-wore-my-panties-inside-out?from_choice=true
8586212,best humor books 2011,Electric Barracuda by Tim Dorsey,124,https://www.goodreads.com/book/show/8586212-electric-barracuda?from_choice=true
10880532,best humor books 2011,Doodling by Jonathan  Gould,116,https://www.goodreads.com/book/show/10880532-doodling?from_choice=true
7841659,best humor books 2011,Zombie Spaceship Wasteland by Patton Oswalt,101,https://www.goodreads.com/book/show/7841659-zombie-spaceship-wasteland?from_choice=true
8535464,best nonfiction books 2011,The Geeks Shall Inherit the Earth by Alexandra Robbins,4110,https://www.goodreads.com/book/show/8535464-the-geeks-shall-inherit-the-earth?from_choice=true
8565083,best nonfiction books 2011,Cinderella Ate My Daughter by Peggy Orenstein,2831,https://www.goodreads.com/book/show/8565083-cinderella-ate-my-daughter?from_choice=true
10283787,best nonfiction books 2011,It Gets Better by Dan Savage,2049,https://www.goodreads.com/book/show/10283787-it-gets-better?from_choice=true
9378733,best nonfiction books 2011,The Psychopath Test by Jon Ronson,1832,https://www.goodreads.com/book/show/9378733-the-psychopath-test?from_choice=true
