book_id,award_category,title,number_of_votes,link
32920015,best horror books 2017,Bone White by Ronald Malfi,450,https://www.goodreads.com/book/show/32920015-bone-white?from_choice=true
30253864,best humor books 2017,Talking as Fast as I Can by Lauren Graham,48077,https://www.goodreads.com/book/show/30253864-talking-as-fast-as-i-can?from_choice=true
33347428,best humor books 2017,I Can't Make This Up by Kevin  Hart,20807,https://www.goodreads.com/book/show/33347428-i-can-t-make-this-up?from_choice=true
34130008,best humor books 2017,Unqualified by Anna Faris,14393,https://www.goodreads.com/book/show/34130008-unqualified?from_choice=true
33381433,best humor books 2017,We Are Never Meeting in Real Life. by Samantha Irby,13285,https://www.goodreads.com/book/show/33381433-we-are-never-meeting-in-real-life?from_choice=true
30971731,best humor books 2017,This Is Just My Face by Gabourey Sidibe,12557,https://www.goodreads.com/book/show/30971731-this-is-just-my-face?from_choice=true
29214727,best humor books 2017,The Daily Show by Chris Smith,12241,https://www.goodreads.com/book/show/29214727-the-daily-show?from_choice=true
32498038,best humor books 2017,Theft by Finding by David Sedaris,12212,https://www.goodreads.com/book/show/32498038-theft-by-finding?from_choice=true
24612045,best humor books 2017,Believe Me by Eddie Izzard,10794,https://www.goodreads.com/book/show/24612045-believe-me?from_choice=true
30658435,best humor books 2017,One Day We'll All Be Dead and None of This Will Matter by Scaachi Koul,10771,https://www.goodreads.com/book/show/30658435-one-day-we-ll-all-be-dead-and-none-of-this-will-matter?from_choice=true
32337904,best humor books 2017,The Awkward Thoughts of W. Kamau Bell by W. Kamau Bell,6402,https://www.goodreads.com/book/show/32337904-the-awkward-thoughts-of-w-kamau-bell?from_choice=true
31934379,best humor books 2017,Al Franken by Al Franken,2882,https://www.goodreads.com/book/show/31934379-al-franken?from_choice=true
34427199,best humor books 2017,I'm Fine...and Other Lies by Whitney Cummings,2195,https://www.goodreads.com/book/show/34427199-i-m-fine-and-other-lies?from_choice=true
34947549,best humor books 2017,Rhett & Link's Book of Mythicality by Rhett McLaughlin,1879,https://www.goodreads.com/book/show/34947549-rhett-link-s-book-of-mythicality?from_choice=true
30653928,best humor books 2017,Revolution for Dummies by Bassem Youssef,1875,https://www.goodreads.com/book/show/30653928-revolution-for-dummies?from_choice=true
34347433,best humor books 2017,Vacationland by John Hodgman,1545,https://www.goodreads.com/book/show/34347433-vacationland?from_choice=true
34853119,best humor books 2017,Stephen Colbert's Midnight Confessions by Stephen Colbert,1381,https://www.goodreads.com/book/show/34853119-stephen-colbert-s-midnight-confessions?from_choice=true
31450739,best humor books 2017,I Need a Lifeguard Everywhere But the Pool by Lisa Scottoline,1220,https://www.goodreads.com/book/show/31450739-i-need-a-lifeguard-everywhere-but-the-pool?from_choice=true
31707101,best humor books 2017,This Is Really Happening by Erin Chack,1082,https://www.goodreads.com/book/show/31707101-this-is-really-happening?from_choice=true
34466893,best humor books 2017,Everything Is Awful by Matt Bellassai,1022,https://www.goodreads.com/book/show/34466893-everything-is-awful?from_choice=true
33898867,best humor books 2017,Waiting for the Punch by Marc Maron,981,https://www.goodreads.com/book/show/33898867-waiting-for-the-punch?from_choice=true
31202835,best nonfiction books 2017,How to Be a Bawse by Lilly Singh,25891,https://www.goodreads.com/book/show/31202835-how-to-be-a-bawse?from_choice=true
33585392,best nonfiction books 2017,"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions by Chimamanda Ngozi Adichie",21384,https://www.goodreads.com/book/show/33585392-dear-ijeawele-or-a-feminist-manifesto-in-fifteen-suggestions?from_choice=true
30689330,best nonfiction books 2017,The Stranger in the Woods by Michael Finkel,20357,https://www.goodreads.com/book/show/30689330-the-stranger-in-the-woods?from_choice=true
30145126,best nonfiction books 2017,The Lost City of the Monkey God by Douglas Preston,19039,https://www.goodreads.com/book/show/30145126-the-lost-city-of-the-monkey-god?from_choice=true
34068481,best nonfiction books 2017,From Here to Eternity by Caitlin Doughty,17409,https://www.goodreads.com/book/show/34068481-from-here-to-eternity?from_choice=true
33916061,best nonfiction books 2017,We Were Eight Years in Power by Ta-Nehisi Coates,15857,https://www.goodreads.com/book/show/33916061-we-were-eight-years-in-power?from_choice=true
32938155,best nonfiction books 2017,Option B by Sheryl Sandberg,10969,https://www.goodreads.com/book/show/32938155-option-b?from_choice=true
33099371,best nonfiction books 2017,Of Mess and Moxie by Jen Hatmaker,9111,https://www.goodreads.com/book/show/33099371-of-mess-and-moxie?from_choice=true
30781490,best nonfiction books 2017,Word by Word by Kory Stamper,8984,https://www.goodreads.com/book/show/30781490-word-by-word?from_choice=true
31247643,best nonfiction books 2017,Hallelujah Anyway by Anne Lamott,7002,https://www.goodreads.com/book/show/31247643-hallelujah-anyway?from_choice=true
31421117,best nonfiction books 2017,Tears We Cannot Stop by Michael Eric Dyson,2637,https://www.goodreads.com/book/show/31421117-tears-we-cannot-stop?from_choice=true
30820956,best nonfiction books 2017,Tools of Titans by Timothy Ferriss,2457,https://www.goodreads.com/book/show/30820956-tools-of-titans?from_choice=true
30629730,best nonfiction books 2017,A Colony in a Nation by Chris Hayes,2203,https://www.goodreads.com/book/show/30629730-a-colony-in-a-nation?from_choice=true
34565022,best nonfiction books 2017,Braving the Wilderness by Brené Brown,2012,https://www.goodreads.com/book/show/34565022-braving-the-wilderness?from_choice=true
31920777,best nonfiction books 2017,American Kingpin by Nick Bilton,2002,https://www.goodreads.com/book/show/31920777-american-kingpin?from_choice=true
33670466,best nonfiction books 2017,Paperbacks from Hell by Grady Hendrix,1794,https://www.goodreads.com/book/show/33670466-paperbacks-from-hell?from_choice=true
33965707,best nonfiction books 2017,Unshakeable by Anthony Robbins,1676,https://www.goodreads.com/book/show/33965707-unshakeable?from_choice=true
35105799,best nonfiction books 2017,No Is Not Enough by Naomi Klein,1469,https://www.goodreads.com/book/show/35105799-no-is-not-enough?from_choice=true
32191677,best nonfiction books 2017,American Fire by Monica Hesse,1460,https://www.goodreads.com/book/show/32191677-american-fire?from_choice=true
33916342,best nonfiction books 2017,Daring to Hope by Katie Davis Majors,1415,https://www.goodreads.com/book/show/33916342-daring-to-hope?from_choice=true
34138013,best memoir autobiography books 2017,What Happened by Hillary Rodham Clinton,30866,https://www.goodreads.com/book/show/34138013-what-happened?from_choice=true
26074156,best memoir autobiography books 2017,Hunger by Roxane Gay,26092,https://www.goodreads.com/book/show/26074156-hunger?from_choice=true
32737127,best memoir autobiography books 2017,Unfiltered by Lily Collins,13522,https://www.goodreads.com/book/show/32737127-unfiltered?from_choice=true
32620356,best memoir autobiography books 2017,Daring to Drive by Manal Al-Sharif,12134,https://www.goodreads.com/book/show/32620356-daring-to-drive?from_choice=true
31420708,best memoir autobiography books 2017,You Don't Have to Say You Love Me by Sherman Alexie,10532,https://www.goodreads.com/book/show/31420708-you-don-t-have-to-say-you-love-me?from_choice=true
32052074,best memoir autobiography books 2017,The Most Beautiful by Mayte Garcia,9991,https://www.goodreads.com/book/show/32052074-the-most-beautiful?from_choice=true
31371728,best memoir autobiography books 2017,My Lovely Wife in the Psych Ward by Mark Lukach,9654,https://www.goodreads.com/book/show/31371728-my-lovely-wife-in-the-psych-ward?from_choice=true
31208653,best memoir autobiography books 2017,How to Murder Your Life by Cat Marnell,8415,https://www.goodreads.com/book/show/31208653-how-to-murder-your-life?from_choice=true
31751594,best memoir autobiography books 2017,How Dare the Sun Rise by Sandra Uwiringiyimana,8317,https://www.goodreads.com/book/show/31751594-how-dare-the-sun-rise?from_choice=true
32076678,best memoir autobiography books 2017,The Fact of a Body by Alexandria Marzano-Lesnevich,8146,https://www.goodreads.com/book/show/32076678-the-fact-of-a-body?from_choice=true
30649506,best memoir autobiography books 2017,At Home in the World by Tsh Oxenreider,2804,https://www.goodreads.com/book/show/30649506-at-home-in-the-world?from_choice=true
32572166,best memoir autobiography books 2017,The Rules Do Not Apply by Ariel Levy,2743,https://www.goodreads.com/book/show/32572166-the-rules-do-not-apply?from_choice=true
34104392,best memoir autobiography books 2017,The Bright Hour by Nina Riggs,2175,https://www.goodreads.com/book/show/34104392-the-bright-hour?from_choice=true
27917674,best memoir autobiography books 2017,When We Rise by Cleve Jones,1939,https://www.goodreads.com/book/show/27917674-when-we-rise?from_choice=true
30038960,best memoir autobiography books 2017,Insomniac City by Bill Hayes,1907,https://www.goodreads.com/book/show/30038960-insomniac-city?from_choice=true
30956087,best memoir autobiography books 2017,The Polygamist's Daughter by Anna LeBaron,1824,https://www.goodreads.com/book/show/30956087-the-polygamist-s-daughter?from_choice=true
33898878,best memoir autobiography books 2017,Happiness by Heather Harpham,1739,https://www.goodreads.com/book/show/33898878-happiness?from_choice=true
34275220,best memoir autobiography books 2017,Voice Lessons by Cara Mentzel,886,https://www.goodreads.com/book/show/34275220-voice-lessons?from_choice=true
31848282,best memoir autobiography books 2017,I Was Told to Come Alone by Souad Mekhennet,587,https://www.goodreads.com/book/show/31848282-i-was-told-to-come-alone?from_choice=true
31920820,best memoir autobiography books 2017,Priestdaddy by Patricia Lockwood,496,https://www.goodreads.com/book/show/31920820-priestdaddy?from_choice=true
31409135,best history biography books 2017,The Radium Girls by Kate  Moore,24696,https://www.goodreads.com/book/show/31409135-the-radium-girls?from_choice=true
29496196,best history biography books 2017,Killers of the Flower Moon by David Grann,18988,https://www.goodreads.com/book/show/29496196-killers-of-the-flower-moon?from_choice=true
24212581,best history biography books 2017,Victoria The Queen by Julia Baird,13124,https://www.goodreads.com/book/show/24212581-victoria-the-queen?from_choice=true
31450766,best history biography books 2017,Jane Austen at Home by Lucy Worsley,12427,https://www.goodreads.com/book/show/31450766-jane-austen-at-home?from_choice=true
31848288,best history biography books 2017,Apollo 8 by Jeffrey Kluger,11387,https://www.goodreads.com/book/show/31848288-apollo-8?from_choice=true
34237826,best history biography books 2017,Grant by Ron Chernow,10846,https://www.goodreads.com/book/show/34237826-grant?from_choice=true
30078650,best history biography books 2017,A Hope More Powerful Than the Sea by Melissa Fleming,10651,https://www.goodreads.com/book/show/30078650-a-hope-more-powerful-than-the-sea?from_choice=true
30334134,best history biography books 2017,The Undoing Project by Michael   Lewis,7772,https://www.goodreads.com/book/show/30334134-the-undoing-project?from_choice=true
33917107,best history biography books 2017,On Tyranny by Timothy Snyder,7582,https://www.goodreads.com/book/show/33917107-on-tyranny?from_choice=true
30753852,best history biography books 2017,The Blood of Emmett Till by Timothy B. Tyson,7327,https://www.goodreads.com/book/show/30753852-the-blood-of-emmett-till?from_choice=true
30753828,best history biography books 2017,The Road to Jonestown by Jeff Guinn,3019,https://www.goodreads.com/book/show/30753828-the-road-to-jonestown?from_choice=true
34684622,best history biography books 2017,Leonardo da Vinci by Walter Isaacson,2487,https://www.goodreads.com/book/show/34684622-leonardo-da-vinci?from_choice=true
30199426,best history biography books 2017,Get Well Soon by Jennifer   Wright,2283,https://www.goodreads.com/book/show/30199426-get-well-soon?from_choice=true
29635592,best history biography books 2017,Churchill's Ministry of Ungentlemanly Warfare by Giles Milton,1640,https://www.goodreads.com/book/show/29635592-churchill-s-ministry-of-ungentlemanly-warfare?from_choice=true
31159759,best history biography books 2017,The Gatekeepers by Chris Whipple,1558,https://www.goodreads.com/book/show/31159759-the-gatekeepers?from_choice=true
30107571,best history biography books 2017,All the Gallant Men by Donald Stratton,1253,https://www.goodreads.com/book/show/30107571-all-the-gallant-men?from_choice=true
34928902,best history biography books 2017,Huế 1968 by Mark Bowden,1227,https://www.goodreads.com/book/show/34928902-hu-1968?from_choice=true
34184069,best history biography books 2017,The Storm Before the Storm by Mike Duncan,1221,https://www.goodreads.com/book/show/34184069-the-storm-before-the-storm?from_choice=true
34593560,best history biography books 2017,Killing England by Bill O'Reilly,1089,https://www.goodreads.com/book/show/34593560-killing-england?from_choice=true
30688762,best history biography books 2017,Last Hope Island by Lynne Olson,550,https://www.goodreads.com/book/show/30688762-last-hope-island?from_choice=true
32191710,best science technology books 2017,Astrophysics for People in a Hurry by Neil deGrasse Tyson,42173,https://www.goodreads.com/book/show/32191710-astrophysics-for-people-in-a-hurry?from_choice=true
31869108,best science technology books 2017,Inferior by Angela Saini,9945,https://www.goodreads.com/book/show/31869108-inferior?from_choice=true
28512671,best science technology books 2017,Everybody Lies by Seth Stephens-Davidowitz,8766,https://www.goodreads.com/book/show/28512671-everybody-lies?from_choice=true
31625636,best science technology books 2017,We Have No Idea by Jorge Cham,8511,https://www.goodreads.com/book/show/31625636-we-have-no-idea?from_choice=true
30231729,best science technology books 2017,The Death and Life of the Great Lakes by Dan Egan,8262,https://www.goodreads.com/book/show/30231729-the-death-and-life-of-the-great-lakes?from_choice=true
28116739,best science technology books 2017,Other Minds by Peter Godfrey-Smith,7638,https://www.goodreads.com/book/show/28116739-other-minds?from_choice=true
29889716,best science technology books 2017,The Case Against Sugar by Gary Taubes,7097,https://www.goodreads.com/book/show/29889716-the-case-against-sugar?from_choice=true
28110850,best science technology books 2017,Cannibalism by Bill Schutt,6981,https://www.goodreads.com/book/show/28110850-cannibalism?from_choice=true
30231812,best science technology books 2017,The Nature Fix by Florence  Williams,5736,https://www.goodreads.com/book/show/30231812-the-nature-fix?from_choice=true
30901608,best science technology books 2017,Hit Makers by Derek   Thompson,5588,https://www.goodreads.com/book/show/30901608-hit-makers?from_choice=true
31170723,best science technology books 2017,Behave by Robert M. Sapolsky,2003,https://www.goodreads.com/book/show/31170723-behave?from_choice=true
31751591,best science technology books 2017,Barking Up the Wrong Tree by Eric Barker,1679,https://www.goodreads.com/book/show/31751591-barking-up-the-wrong-tree?from_choice=true
30962055,best science technology books 2017,Irresistible by Adam Alter,1398,https://www.goodreads.com/book/show/30962055-irresistible?from_choice=true
30213950,best science technology books 2017,Pandora's Lab by Paul A. Offit,1119,https://www.goodreads.com/book/show/30213950-pandora-s-lab?from_choice=true
30753821,best science technology books 2017,The Greatest Story Ever Told—So Far by Lawrence M. Krauss,959,https://www.goodreads.com/book/show/30753821-the-greatest-story-ever-told-so-far?from_choice=true
30971755,best science technology books 2017,A Crack in Creation by Jennifer A. Doudna,892,https://www.goodreads.com/book/show/30971755-a-crack-in-creation?from_choice=true
28450775,best science technology books 2017,Whiplash by Joichi Ito,766,https://www.goodreads.com/book/show/28450775-whiplash?from_choice=true
34490192,best science technology books 2017,Soonish by Kelly Weinersmith,758,https://www.goodreads.com/book/show/34490192-soonish?from_choice=true
32940866,best science technology books 2017,Caesar's Last Breath by Sam Kean,519,https://www.goodreads.com/book/show/32940866-caesar-s-last-breath?from_choice=true
34274957,best science technology books 2017,Life 3.0 by Max  Tegmark,498,https://www.goodreads.com/book/show/34274957-life-3-0?from_choice=true
34016988,best food cookbooks 2017,The Pioneer Woman Cooks by Ree Drummond,23994,https://www.goodreads.com/book/show/34016988-the-pioneer-woman-cooks?from_choice=true
35069206,best food cookbooks 2017,5 Ingredients – Quick  Easy Food by Jamie Oliver,13295,https://www.goodreads.com/book/show/35069206-5-ingredients-quick-easy-food?from_choice=true
31423449,best food cookbooks 2017,Stirring Up Fun with Food by Sarah Michelle Gellar,12148,https://www.goodreads.com/book/show/31423449-stirring-up-fun-with-food?from_choice=true
32148009,best food cookbooks 2017,Give a Girl a Knife by Amy Thielen,11987,https://www.goodreads.com/book/show/32148009-give-a-girl-a-knife?from_choice=true
31329547,best food cookbooks 2017,Whole New You by Tia Mowry,10853,https://www.goodreads.com/book/show/31329547-whole-new-you?from_choice=true
34129998,best food cookbooks 2017,Smitten Kitchen Every Day by Deb Perelman,10519,https://www.goodreads.com/book/show/34129998-smitten-kitchen-every-day?from_choice=true
32191664,best food cookbooks 2017,BraveTart by Stella Parks,7603,https://www.goodreads.com/book/show/32191664-bravetart?from_choice=true
29100223,best food cookbooks 2017,The Cooking Gene by Michael W. Twitty,7475,https://www.goodreads.com/book/show/29100223-the-cooking-gene?from_choice=true
30760782,best food cookbooks 2017,"Food, Health and Happiness by Oprah Winfrey",7320,https://www.goodreads.com/book/show/30760782-food-health-and-happiness?from_choice=true
30753841,best food cookbooks 2017,"Salt, Fat, Acid, Heat by Samin Nosrat",5612,https://www.goodreads.com/book/show/30753841-salt-fat-acid-heat?from_choice=true
31624473,best food cookbooks 2017,Cork Dork by Bianca Bosker,2600,https://www.goodreads.com/book/show/31624473-cork-dork?from_choice=true
31915218,best food cookbooks 2017,Grocery by Michael Ruhlman,2211,https://www.goodreads.com/book/show/31915218-grocery?from_choice=true
28814765,best food cookbooks 2017,The Wellness Mama Cookbook by Katie  Wells,2199,https://www.goodreads.com/book/show/28814765-the-wellness-mama-cookbook?from_choice=true
33516589,best food cookbooks 2017,Coming to My Senses by Alice Waters,1674,https://www.goodreads.com/book/show/33516589-coming-to-my-senses?from_choice=true
32894542,best food cookbooks 2017,Ready or Not! by Michelle Tam,1605,https://www.goodreads.com/book/show/32894542-ready-or-not?from_choice=true
31451086,best food cookbooks 2017,Love Real Food by Kathryne Taylor,1502,https://www.goodreads.com/book/show/31451086-love-real-food?from_choice=true
29430845,best food cookbooks 2017,Eight Flavors by Sarah Lohman,1254,https://www.goodreads.com/book/show/29430845-eight-flavors?from_choice=true
32714100,best food cookbooks 2017,A Really Big Lunch by Jim Harrison,984,https://www.goodreads.com/book/show/32714100-a-really-big-lunch?from_choice=true
34063669,best food cookbooks 2017,Sweet by Yotam Ottolenghi,936,https://www.goodreads.com/book/show/34063669-sweet?from_choice=true
33571767,best food cookbooks 2017,Half Baked Harvest Cookbook by Tieghan Gerard,855,https://www.goodreads.com/book/show/33571767-half-baked-harvest-cookbook?from_choice=true
30754980,best graphic novels comics 2017,Big Mushy Happy Lump by Sarah Andersen,26647,https://www.goodreads.com/book/show/30754980-big-mushy-happy-lump?from_choice=true
31223882,best graphic novels comics 2017,"Wonder Woman, Volume 1 by Greg Rucka",22585,https://www.goodreads.com/book/show/31223882-wonder-woman-volume-1?from_choice=true
29237211,best graphic novels comics 2017,"Saga, Volume 7 by Brian K. Vaughan",21597,https://www.goodreads.com/book/show/29237211-saga-volume-7?from_choice=true
29772863,best graphic novels comics 2017,Wires and Nerve by Marissa Meyer,17871,https://www.goodreads.com/book/show/29772863-wires-and-nerve?from_choice=true
33540347,best graphic novels comics 2017,"Monstress, Vol. 2 by Marjorie M. Liu",13846,https://www.goodreads.com/book/show/33540347-monstress-vol-2?from_choice=true
31145178,best graphic novels comics 2017,Real Friends by Shannon Hale,10937,https://www.goodreads.com/book/show/31145178-real-friends?from_choice=true
29775583,best graphic novels comics 2017,"Ms. Marvel, Vol. 6 by G. Willow Wilson",10574,https://www.goodreads.com/book/show/29775583-ms-marvel-vol-6?from_choice=true
32497911,best graphic novels comics 2017,Everyone's a Aliebn When Ur a Aliebn Too by Jomny Sun,9627,https://www.goodreads.com/book/show/32497911-everyone-s-a-aliebn-when-ur-a-aliebn-too?from_choice=true
29936927,best graphic novels comics 2017,The Best We Could Do by Thi Bui,8880,https://www.goodreads.com/book/show/29936927-the-best-we-could-do?from_choice=true
31338724,best graphic novels comics 2017,"Paper Girls, Volume 2 by Brian K. Vaughan",8728,https://www.goodreads.com/book/show/31338724-paper-girls-volume-2?from_choice=true
28953803,best graphic novels comics 2017,"Lumberjanes, Vol. 5 by N.D. Stevenson",3679,https://www.goodreads.com/book/show/28953803-lumberjanes-vol-5?from_choice=true
29069374,best graphic novels comics 2017,"My Favorite Thing Is Monsters, Vol. 1 by Emil Ferris",3064,https://www.goodreads.com/book/show/29069374-my-favorite-thing-is-monsters-vol-1?from_choice=true
33161035,best graphic novels comics 2017,The Legend of Korra by Michael Dante DiMartino,2633,https://www.goodreads.com/book/show/33161035-the-legend-of-korra?from_choice=true
29507117,best graphic novels comics 2017,Little Better Than A Beast by Tom King,1669,https://www.goodreads.com/book/show/29507117-little-better-than-a-beast?from_choice=true
31387199,best graphic novels comics 2017,"The Black Monday Murders, Volume 1 by Jonathan Hickman",1208,https://www.goodreads.com/book/show/31387199-the-black-monday-murders-volume-1?from_choice=true
25893783,best graphic novels comics 2017,"Black Hammer, Vol. 1 by Jeff Lemire",891,https://www.goodreads.com/book/show/25893783-black-hammer-vol-1?from_choice=true
29972029,best graphic novels comics 2017,"Bitch Planet, Vol. 2 by Kelly Sue DeConnick",773,https://www.goodreads.com/book/show/29972029-bitch-planet-vol-2?from_choice=true
33585540,best graphic novels comics 2017,"The Wicked + The Divine, Vol. 5 by Kieron Gillen",749,https://www.goodreads.com/book/show/33585540-the-wicked-the-divine-vol-5?from_choice=true
36206433,best graphic novels comics 2017,Username by Joe Sugg,674,https://www.goodreads.com/book/show/36206433-username?from_choice=true
31145185,best graphic novels comics 2017,Spill Zone by Scott Westerfeld,458,https://www.goodreads.com/book/show/31145185-spill-zone?from_choice=true
35606560,best poetry books 2017,The Sun and Her Flowers by Rupi Kaur,35856,https://www.goodreads.com/book/show/35606560-the-sun-and-her-flowers?from_choice=true
34594982,best poetry books 2017,Depression & Other Magic Tricks by Sabrina Benaim,22625,https://www.goodreads.com/book/show/34594982-depression-other-magic-tricks?from_choice=true
33004293,best poetry books 2017,Solo by Kwame Alexander,7924,https://www.goodreads.com/book/show/33004293-solo?from_choice=true
33208115,best poetry books 2017,Love Her Wild by Atticus Poetry,7546,https://www.goodreads.com/book/show/33208115-love-her-wild?from_choice=true
22552026,best poetry books 2017,Long Way Down by Jason Reynolds,6903,https://www.goodreads.com/book/show/22552026-long-way-down?from_choice=true
34753166,best poetry books 2017,We Come Apart by Sarah Crossan,5716,https://www.goodreads.com/book/show/34753166-we-come-apart?from_choice=true
33921696,best poetry books 2017,New American Best Friend by Olivia Gatwood,5609,https://www.goodreads.com/book/show/33921696-new-american-best-friend?from_choice=true
30304222,best poetry books 2017,There Are More Beautiful Things Than Beyoncé by Morgan  Parker,5501,https://www.goodreads.com/book/show/30304222-there-are-more-beautiful-things-than-beyonc?from_choice=true
34451544,best poetry books 2017,Plum by Hollie McNish,4127,https://www.goodreads.com/book/show/34451544-plum?from_choice=true
34144863,best poetry books 2017,Electric Arches by Eve L. Ewing,3798,https://www.goodreads.com/book/show/34144863-electric-arches?from_choice=true
30231755,best poetry books 2017,Magdalene by Marie Howe,1617,https://www.goodreads.com/book/show/30231755-magdalene?from_choice=true
34466674,best poetry books 2017,Adultolescence by Gabbie Hanna,1616,https://www.goodreads.com/book/show/34466674-adultolescence?from_choice=true
33631747,best poetry books 2017,Broken Wishbones and Empty Spaces by Pyrokardia,1358,https://www.goodreads.com/book/show/33631747-broken-wishbones-and-empty-spaces?from_choice=true
31944953,best poetry books 2017,When I Grow Up I Want to Be a List of Further Possibilities by Chen Chen,1210,https://www.goodreads.com/book/show/31944953-when-i-grow-up-i-want-to-be-a-list-of-further-possibilities?from_choice=true
32311036,best poetry books 2017,Nature Poem by Tommy Pico,1061,https://www.goodreads.com/book/show/32311036-nature-poem?from_choice=true
33606259,best poetry books 2017,"Exits, Desires, and Slow Fires by J.R. Rogue",921,https://www.goodreads.com/book/show/33606259-exits-desires-and-slow-fires?from_choice=true
34376890,best poetry books 2017,Magic with Skin On by Morgan Nikola-Wren,867,https://www.goodreads.com/book/show/34376890-magic-with-skin-on?from_choice=true
32566407,best poetry books 2017,Portrait of the Alcoholic by Kaveh Akbar,866,https://www.goodreads.com/book/show/32566407-portrait-of-the-alcoholic?from_choice=true
33375618,best poetry books 2017,Don't Call Us Dead by Danez Smith,796,https://www.goodreads.com/book/show/33375618-don-t-call-us-dead?from_choice=true
31944749,best poetry books 2017,Hard Child by Natalie Shapero,781,https://www.goodreads.com/book/show/31944749-hard-child?from_choice=true
32075671,best debut goodreads author 2017,The Hate U Give by Angie Thomas,74925,https://www.goodreads.com/book/show/32075671-the-hate-u-give?from_choice=true
27883214,best debut goodreads author 2017,Caraval by Stephanie Garber,40849,https://www.goodreads.com/book/show/27883214-caraval?from_choice=true
25489134,best debut goodreads author 2017,The Bear and the Nightingale by Katherine Arden,23863,https://www.goodreads.com/book/show/25489134-the-bear-and-the-nightingale?from_choice=true
30267929,best debut goodreads author 2017,We Were the Lucky Ones by Georgia Hunter,13151,https://www.goodreads.com/book/show/30267929-we-were-the-lucky-ones?from_choice=true
32620349,best debut goodreads author 2017,Midnight at the Bright Ideas Bookstore by Matthew J. Sullivan,12368,https://www.goodreads.com/book/show/32620349-midnight-at-the-bright-ideas-bookstore?from_choice=true
28220971,best debut goodreads author 2017,The Dry by Jane Harper,11918,https://www.goodreads.com/book/show/28220971-the-dry?from_choice=true
32283423,best debut goodreads author 2017,American War by Omar El Akkad,7326,https://www.goodreads.com/book/show/32283423-american-war?from_choice=true
30269104,best debut goodreads author 2017,The Chilbury Ladies' Choir by Jennifer    Ryan,6955,https://www.goodreads.com/book/show/30269104-the-chilbury-ladies-choir?from_choice=true
33572350,best debut goodreads author 2017,My Absolute Darling by Gabriel Tallent,5250,https://www.goodreads.com/book/show/33572350-my-absolute-darling?from_choice=true
30753987,best debut goodreads author 2017,The Leavers by Lisa Ko,5166,https://www.goodreads.com/book/show/30753987-the-leavers?from_choice=true
32969150,best debut goodreads author 2017,Stay with Me by Ayọ̀bámi Adébáyọ̀,2181,https://www.goodreads.com/book/show/32969150-stay-with-me?from_choice=true
30153293,best debut goodreads author 2017,All Our Wrong Todays by Elan Mastai,2174,https://www.goodreads.com/book/show/30153293-all-our-wrong-todays?from_choice=true
27746288,best debut goodreads author 2017,"Goodbye, Vitamin by Rachel Khong",1897,https://www.goodreads.com/book/show/27746288-goodbye-vitamin?from_choice=true
30090925,best debut goodreads author 2017,The Animators by Kayla Rae Whitaker,1881,https://www.goodreads.com/book/show/30090925-the-animators?from_choice=true
29875926,best debut goodreads author 2017,I Liked My Life by Abby Fabiaschi,1468,https://www.goodreads.com/book/show/29875926-i-liked-my-life?from_choice=true
33280160,best debut goodreads author 2017,What We Lose by Zinzi Clemmons,1221,https://www.goodreads.com/book/show/33280160-what-we-lose?from_choice=true
30841984,best debut goodreads author 2017,Kings of the Wyld by Nicholas Eames,1086,https://www.goodreads.com/book/show/30841984-kings-of-the-wyld?from_choice=true
34484359,best debut goodreads author 2017,The Coppersmith Farmhouse by Devney Perry,1081,https://www.goodreads.com/book/show/34484359-the-coppersmith-farmhouse?from_choice=true
31450913,best debut goodreads author 2017,The Idea of You by Robinne Lee,864,https://www.goodreads.com/book/show/31450913-the-idea-of-you?from_choice=true
31212988,best debut goodreads author 2017,The Caledonian Gambit by Dan Moren,612,https://www.goodreads.com/book/show/31212988-the-caledonian-gambit?from_choice=true
32075671,best young adult fiction books 2017,The Hate U Give by Angie Thomas,59571,https://www.goodreads.com/book/show/32075671-the-hate-u-give?from_choice=true
35504431,best young adult fiction books 2017,Turtles All the Way Down by John Green,52517,https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down?from_choice=true
32682118,best young adult fiction books 2017,One of Us Is Lying by Karen M. McManus,21394,https://www.goodreads.com/book/show/32682118-one-of-us-is-lying?from_choice=true
29283884,best young adult fiction books 2017,The Gentleman's Guide to Vice and Virtue by Mackenzi Lee,20990,https://www.goodreads.com/book/show/29283884-the-gentleman-s-guide-to-vice-and-virtue?from_choice=true
35247769,best young adult fiction books 2017,"Always and Forever, Lara Jean by Jenny Han",19487,https://www.goodreads.com/book/show/35247769-always-and-forever-lara-jean?from_choice=true
30724132,best young adult fiction books 2017,Geekerella by Ashley Poston,15150,https://www.goodreads.com/book/show/30724132-geekerella?from_choice=true
31931941,best young adult fiction books 2017,Eliza and Her Monsters by Francesca Zappia,12173,https://www.goodreads.com/book/show/31931941-eliza-and-her-monsters?from_choice=true
32078787,best young adult fiction books 2017,Once and for All by Sarah Dessen,11334,https://www.goodreads.com/book/show/32078787-once-and-for-all?from_choice=true
28458598,best young adult fiction books 2017,When Dimple Met Rishi by Sandhya Menon,9036,https://www.goodreads.com/book/show/28458598-when-dimple-met-rishi?from_choice=true
30256248,best young adult fiction books 2017,By Your Side by Kasie West,8395,https://www.goodreads.com/book/show/30256248-by-your-side?from_choice=true
